Type of Alert,Date,Time,Zone,Latitude,Longitude,city,state,year,month,yearmonth
Multiple Gunshots,7/4/2013,23:00:00,KansasCityMO,39.049,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.553,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.052,-94.555,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.042,-94.562,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.04,-94.565,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.038,-94.558,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.056,-94.564,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.054,-94.568,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.061,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.054,-94.568,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.061,-94.555,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.059,-94.563,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.048,-94.56,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.058,-94.565,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.056,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.052,-94.549,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.061,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.061,-94.565,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/4/2013,0:00:00,KansasCityMO,39.058,-94.565,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/4/2013,0:00:00,KansasCityMO,39.062,-94.565,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.063,-94.565,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.035,-94.562,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.044,-94.557,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.038,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.035,-94.562,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.051,-94.551,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.063,-94.556,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.052,-94.551,Kansas City,MO,2013,7,163
Single Gunshot,7/4/2013,0:00:00,KansasCityMO,39.067,-94.565,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.05,-94.554,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.048,-94.549,Kansas City,MO,2013,7,163
Multiple Gunshots,7/4/2013,0:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.034,-94.569,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.045,-94.569,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.053,-94.561,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.06,-94.571,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.054,-94.559,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.037,-94.568,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.033,-94.562,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/5/2013,0:00:00,KansasCityMO,39.053,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.054,-94.568,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.063,-94.556,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.04,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.054,-94.568,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.053,-94.569,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.053,-94.569,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.042,-94.552,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.063,-94.556,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.042,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.042,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.042,-94.552,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.05,-94.567,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.056,-94.554,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.061,-94.562,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/5/2013,0:00:00,KansasCityMO,39.054,-94.563,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.065,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.065,-94.552,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.065,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.065,-94.552,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.035,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.065,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.052,-94.555,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.065,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.065,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.047,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.047,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.047,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,0:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,0:00:00,KansasCityMO,39.044,-94.571,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.044,-94.571,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.044,-94.571,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/5/2013,1:00:00,KansasCityMO,39.061,-94.548,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.033,-94.562,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.034,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.052,-94.564,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.067,-94.554,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.067,-94.554,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.067,-94.554,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/5/2013,1:00:00,KansasCityMO,39.043,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.043,-94.552,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.053,-94.569,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.051,-94.557,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.044,-94.556,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.042,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.069,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.067,-94.558,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.033,-94.562,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.034,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.033,-94.562,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.057,-94.557,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.033,-94.562,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.033,-94.562,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.066,-94.559,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.066,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.054,-94.568,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.054,-94.568,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.051,-94.578,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.052,-94.561,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.052,-94.555,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.052,-94.555,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.061,-94.561,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.059,-94.551,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.061,-94.561,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.066,-94.559,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.067,-94.554,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.066,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.053,-94.555,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.066,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.035,-94.553,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.033,-94.561,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.043,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.033,-94.561,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.038,-94.558,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/5/2013,1:00:00,KansasCityMO,39.039,-94.558,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.064,-94.547,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.063,-94.547,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,1:00:00,KansasCityMO,39.043,-94.552,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.062,-94.548,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,1:00:00,KansasCityMO,39.044,-94.575,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.035,-94.553,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.044,-94.556,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.05,-94.555,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.062,-94.548,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,2:00:00,KansasCityMO,39.044,-94.576,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.048,-94.569,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/5/2013,2:00:00,KansasCityMO,39.048,-94.569,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.046,-94.572,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.067,-94.554,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.062,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.045,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,2:00:00,KansasCityMO,39.042,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,2:00:00,KansasCityMO,39.043,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,2:00:00,KansasCityMO,39.042,-94.551,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,2:00:00,KansasCityMO,39.067,-94.558,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/5/2013,2:00:00,KansasCityMO,39.054,-94.56,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,3:00:00,KansasCityMO,39.056,-94.577,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,3:00:00,KansasCityMO,39.067,-94.568,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,4:00:00,KansasCityMO,39.067,-94.568,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,8:00:00,KansasCityMO,39.062,-94.548,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,8:00:00,KansasCityMO,39.036,-94.562,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,12:00:00,KansasCityMO,39.054,-94.569,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,18:00:00,KansasCityMO,39.035,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,22:00:00,KansasCityMO,39.054,-94.546,Kansas City,MO,2013,7,163
Single Gunshot,7/5/2013,23:00:00,KansasCityMO,39.062,-94.559,Kansas City,MO,2013,7,163
Multiple Gunshots,7/5/2013,23:00:00,KansasCityMO,39.048,-94.568,Kansas City,MO,2013,7,163
Multiple Gunshots,7/6/2013,0:00:00,KansasCityMO,39.043,-94.552,Kansas City,MO,2013,7,163
Single Gunshot,7/6/2013,1:00:00,KansasCityMO,39.049,-94.55,Kansas City,MO,2013,7,163
Single Gunshot,7/6/2013,2:00:00,KansasCityMO,39.049,-94.55,Kansas City,MO,2013,7,163
Multiple Gunshots,7/6/2013,2:00:00,KansasCityMO,39.047,-94.57,Kansas City,MO,2013,7,163
Single Gunshot,7/6/2013,4:00:00,KansasCityMO,39.05,-94.56,Kansas City,MO,2013,7,163
Multiple Gunshots,7/6/2013,20:00:00,KansasCityMO,39.05,-94.567,Kansas City,MO,2013,7,163
Single Gunshot,7/8/2013,0:00:00,KansasCityMO,39.048,-94.55,Kansas City,MO,2013,7,163
Single Gunshot,7/8/2013,2:00:00,KansasCityMO,39.057,-94.554,Kansas City,MO,2013,7,163
Single Gunshot,7/8/2013,12:00:00,KansasCityMO,39.063,-94.573,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/8/2013,12:00:00,KansasCityMO,39.034,-94.565,Kansas City,MO,2013,7,163
Multiple Gunshots,7/8/2013,21:00:00,KansasCityMO,39.051,-94.56,Kansas City,MO,2013,7,163
Multiple Gunshots,7/8/2013,21:00:00,KansasCityMO,39.051,-94.56,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/8/2013,22:00:00,KansasCityMO,39.054,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/8/2013,22:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2013,7,163
Single Gunshot,7/9/2013,4:00:00,KansasCityMO,39.058,-94.553,Kansas City,MO,2013,7,163
Single Gunshot,7/9/2013,4:00:00,KansasCityMO,39.07,-94.57,Kansas City,MO,2013,7,163
Single Gunshot,7/9/2013,23:00:00,KansasCityMO,39.059,-94.553,Kansas City,MO,2013,7,163
Single Gunshot,7/10/2013,3:00:00,KansasCityMO,39.068,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/10/2013,20:00:00,KansasCityMO,39.042,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/10/2013,20:00:00,KansasCityMO,39.062,-94.563,Kansas City,MO,2013,7,163
Multiple Gunshots,7/10/2013,22:00:00,KansasCityMO,39.049,-94.555,Kansas City,MO,2013,7,163
Single Gunshot,7/10/2013,0:00:00,KansasCityMO,39.06,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/11/2013,3:00:00,KansasCityMO,39.055,-94.56,Kansas City,MO,2013,7,163
Single Gunshot,7/11/2013,22:00:00,KansasCityMO,39.034,-94.557,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/12/2013,14:00:00,KansasCityMO,39.061,-94.568,Kansas City,MO,2013,7,163
Single Gunshot,7/12/2013,0:00:00,KansasCityMO,39.066,-94.554,Kansas City,MO,2013,7,163
Single Gunshot,7/13/2013,1:00:00,KansasCityMO,39.064,-94.558,Kansas City,MO,2013,7,163
Multiple Gunshots,7/13/2013,1:00:00,KansasCityMO,39.054,-94.56,Kansas City,MO,2013,7,163
Single Gunshot,7/13/2013,1:00:00,KansasCityMO,39.052,-94.56,Kansas City,MO,2013,7,163
Multiple Gunshots,7/13/2013,1:00:00,KansasCityMO,39.059,-94.553,Kansas City,MO,2013,7,163
Single Gunshot,7/13/2013,2:00:00,KansasCityMO,39.054,-94.566,Kansas City,MO,2013,7,163
Single Gunshot,7/13/2013,2:00:00,KansasCityMO,39.054,-94.566,Kansas City,MO,2013,7,163
Single Gunshot,7/13/2013,2:00:00,KansasCityMO,39.054,-94.566,Kansas City,MO,2013,7,163
Single Gunshot,7/13/2013,3:00:00,KansasCityMO,39.06,-94.556,Kansas City,MO,2013,7,163
Single Gunshot,7/13/2013,20:00:00,KansasCityMO,39.053,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/13/2013,22:00:00,KansasCityMO,39.057,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/13/2013,23:00:00,KansasCityMO,39.059,-94.565,Kansas City,MO,2013,7,163
Multiple Gunshots,7/13/2013,23:00:00,KansasCityMO,39.059,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/14/2013,3:00:00,KansasCityMO,39.056,-94.567,Kansas City,MO,2013,7,163
Single Gunshot,7/14/2013,4:00:00,KansasCityMO,39.059,-94.556,Kansas City,MO,2013,7,163
Single Gunshot,7/14/2013,6:00:00,KansasCityMO,39.057,-94.556,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/15/2013,1:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/15/2013,2:00:00,KansasCityMO,39.066,-94.553,Kansas City,MO,2013,7,163
Single Gunshot,7/15/2013,3:00:00,KansasCityMO,39.057,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/15/2013,23:00:00,KansasCityMO,39.058,-94.561,Kansas City,MO,2013,7,163
Single Gunshot,7/15/2013,0:00:00,KansasCityMO,39.048,-94.553,Kansas City,MO,2013,7,163
Multiple Gunshots,7/15/2013,0:00:00,KansasCityMO,39.048,-94.549,Kansas City,MO,2013,7,163
Single Gunshot,7/16/2013,1:00:00,KansasCityMO,39.056,-94.567,Kansas City,MO,2013,7,163
Single Gunshot,7/16/2013,1:00:00,KansasCityMO,39.057,-94.548,Kansas City,MO,2013,7,163
Single Gunshot,7/16/2013,1:00:00,KansasCityMO,39.057,-94.55,Kansas City,MO,2013,7,163
Single Gunshot,7/16/2013,2:00:00,KansasCityMO,39.057,-94.55,Kansas City,MO,2013,7,163
Single Gunshot,7/16/2013,2:00:00,KansasCityMO,39.034,-94.558,Kansas City,MO,2013,7,163
Single Gunshot,7/16/2013,3:00:00,KansasCityMO,39.037,-94.571,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/16/2013,12:00:00,KansasCityMO,39.048,-94.558,Kansas City,MO,2013,7,163
Single Gunshot,7/17/2013,3:00:00,KansasCityMO,39.046,-94.569,Kansas City,MO,2013,7,163
Single Gunshot,7/17/2013,19:00:00,KansasCityMO,39.041,-94.56,Kansas City,MO,2013,7,163
Single Gunshot,7/18/2013,1:00:00,KansasCityMO,39.065,-94.55,Kansas City,MO,2013,7,163
Single Gunshot,7/19/2013,23:00:00,KansasCityMO,39.067,-94.552,Kansas City,MO,2013,7,163
Multiple Gunshots,7/19/2013,0:00:00,KansasCityMO,39.058,-94.549,Kansas City,MO,2013,7,163
Single Gunshot,7/19/2013,0:00:00,KansasCityMO,39.058,-94.55,Kansas City,MO,2013,7,163
Multiple Gunshots,7/19/2013,0:00:00,KansasCityMO,39.058,-94.55,Kansas City,MO,2013,7,163
Single Gunshot,7/19/2013,0:00:00,KansasCityMO,39.044,-94.564,Kansas City,MO,2013,7,163
Single Gunshot,7/19/2013,0:00:00,KansasCityMO,39.044,-94.564,Kansas City,MO,2013,7,163
Single Gunshot,7/20/2013,17:00:00,KansasCityMO,39.066,-94.566,Kansas City,MO,2013,7,163
Multiple Gunshots,7/20/2013,22:00:00,KansasCityMO,39.064,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/20/2013,0:00:00,KansasCityMO,39.05,-94.556,Kansas City,MO,2013,7,163
Single Gunshot,7/21/2013,23:00:00,KansasCityMO,39.042,-94.553,Kansas City,MO,2013,7,163
Multiple Gunshots,7/24/2013,1:00:00,KansasCityMO,39.049,-94.569,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/25/2013,8:00:00,KansasCityMO,39.039,-94.571,Kansas City,MO,2013,7,163
Multiple Gunshots,7/25/2013,13:00:00,KansasCityMO,39.062,-94.565,Kansas City,MO,2013,7,163
Single Gunshot,7/25/2013,18:00:00,KansasCityMO,39.036,-94.563,Kansas City,MO,2013,7,163
Single Gunshot,7/25/2013,20:00:00,KansasCityMO,39.049,-94.563,Kansas City,MO,2013,7,163
Single Gunshot,7/25/2013,23:00:00,KansasCityMO,39.046,-94.55,Kansas City,MO,2013,7,163
Single Gunshot,7/26/2013,3:00:00,KansasCityMO,39.069,-94.553,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/26/2013,12:00:00,KansasCityMO,39.038,-94.562,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/26/2013,14:00:00,KansasCityMO,39.051,-94.57,Kansas City,MO,2013,7,163
Single Gunshot,7/27/2013,3:00:00,KansasCityMO,39.053,-94.556,Kansas City,MO,2013,7,163
Single Gunshot,7/27/2013,3:00:00,KansasCityMO,39.043,-94.564,Kansas City,MO,2013,7,163
Multiple Gunshots,7/27/2013,4:00:00,KansasCityMO,39.034,-94.558,Kansas City,MO,2013,7,163
Single Gunshot,7/27/2013,5:00:00,KansasCityMO,39.053,-94.561,Kansas City,MO,2013,7,163
Single Gunshot,7/27/2013,14:00:00,KansasCityMO,39.069,-94.57,Kansas City,MO,2013,7,163
Multiple Gunshots,7/27/2013,23:00:00,KansasCityMO,39.064,-94.554,Kansas City,MO,2013,7,163
Single Gunshot,7/27/2013,23:00:00,KansasCityMO,39.049,-94.571,Kansas City,MO,2013,7,163
Gunshot or Firecracker,7/27/2013,23:00:00,KansasCityMO,39.049,-94.571,Kansas City,MO,2013,7,163
Single Gunshot,7/28/2013,1:00:00,KansasCityMO,39.039,-94.559,Kansas City,MO,2013,7,163
Single Gunshot,7/28/2013,4:00:00,KansasCityMO,39.046,-94.551,Kansas City,MO,2013,7,163
Single Gunshot,7/28/2013,23:00:00,KansasCityMO,39.067,-94.555,Kansas City,MO,2013,7,163
Single Gunshot,7/29/2013,9:00:00,KansasCityMO,39.043,-94.567,Kansas City,MO,2013,7,163
Single Gunshot,7/29/2013,22:00:00,KansasCityMO,39.068,-94.555,Kansas City,MO,2013,7,163
